trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate
56,0,56,0,5,86.2754524,86.2754524,0.0097439,[-0.38472222222222224],[0.21805555555555556],[1],[0],[0],[1.770432200000073],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
57,0,57,0,5,88.0580569,88.0580569,0.0110302,[-0.2638888888888889],[-0.04583333333333333],[1],[0],[0],[1.1354624000000513],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
58,0,58,0,10,89.2240996,89.2240996,0.0218131,[-0.2763888888888889],[0.0875],[1],[0],[0],[2.3413640999999643],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
59,0,59,0,5,91.5732137,91.5732137,0.0139041,[-0.3819444444444444],[-0.22777777777777777],[1],[0],[0],[1.0175699999999779],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
60,0,60,0,5,92.6063986,92.6063986,0.0108425,[-0.23194444444444445],[-0.025],[1],[0],[0],[1.1200957000000926],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
61,0,61,0,10,93.7561815,93.7561815,0.0240595,[-0.4625],[-0.3861111111111111],[1],[0],[0],[1.0903921999999966],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
62,0,62,0,10,94.8725638,94.8725638,0.0191788,[0.2833333333333333],[0.18055555555555555],[1],[0],[0],[1.3748438000000078],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
63,0,63,0,5,96.2547442,96.2547442,0.0120083,[0.42777777777777776],[-0.043055555555555555],[1],[0],[0],[1.237232400000039],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
64,0,64,0,5,97.5048878,97.5048878,0.0096616,[-0.10694444444444444],[-0.2833333333333333],[1],[0],[0],[1.2515207999999802],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
65,0,65,0,5,98.770699,98.770699,0.010978,[0.05138888888888889],[-0.3875],[1],[0],[0],[5.9858653],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
66,0,66,0,10,104.7856162,104.7856162,0.0215238,[-0.18194444444444444],[-0.30277777777777776],[1],[0],[0],[2.2408633999999665],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
67,0,67,0,10,107.0515882,107.0515882,0.0213829,[0.44027777777777777],[0.4708333333333333],[1],[0],[0],[1.6280457000000297],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
68,0,68,0,5,108.6843817,108.6843817,0.0125904,[0.31527777777777777],[-0.3347222222222222],[1],[0],[0],[1.2994329000000562],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
69,0,69,0,10,110.0169249,110.0169249,0.0222157,[0.4444444444444444],[0.06111111111111111],[1],[0],[0],[1.0569719000000077],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
70,0,70,0,5,111.0832308,111.0832308,0.0096943,[-0.07361111111111111],[0.24027777777777778],[1],[0],[0],[1.2222512999999253],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
71,0,71,0,10,112.3327639,112.3327639,0.0212943,[-0.05555555555555555],[0.4],[1],[0],[0],[1.092557499999998],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
72,0,72,0,5,113.4325544,113.4325544,0.0102499,[-0.013888888888888888],[-0.02361111111111111],[1],[0],[0],[2.9186394000000746],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
73,0,73,0,5,116.3649399,116.3649399,0.0120869,[0.1638888888888889],[0.019444444444444445],[1],[0],[0],[0.8665487999999186],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
74,0,74,0,10,117.264466,117.264466,0.0221418,[0.375],[-0.12638888888888888],[1],[0],[0],[0.9905859000000419],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
75,0,75,0,5,118.2647144,118.2647144,0.010643,[-0.3388888888888889],[0.35],[1],[0],[0],[1.2033969999999954],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
76,0,76,0,10,119.4972486,119.4972486,0.0210223,[-0.3111111111111111],[-0.18888888888888888],[1],[0],[0],[1.3256314999999859],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
77,0,77,0,10,120.8467053,120.8467053,0.0209906,[0.48194444444444445],[-0.28888888888888886],[1],[0],[0],[1.39342089999991],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
78,0,78,0,10,122.262772,122.262772,0.021769,[0.3736111111111111],[-0.2861111111111111],[1],[0],[0],[1.0240569999999707],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
79,0,79,0,10,123.3125344,123.3125344,0.020182,[0.020833333333333332],[0.05277777777777778],[1],[0],[0],[1.1269232000000784],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
80,0,80,0,10,124.4622694,124.4622694,0.0222052,[-0.4152777777777778],[0.12083333333333333],[1],[0],[0],[1.4580243000000337],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
81,0,81,0,5,125.92817,125.92817,0.0121255,[0.3388888888888889],[-0.44027777777777777],[1],[0],[0],[1.2345648000000438],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
82,0,82,0,10,127.1947084,127.1947084,0.0218228,[0.12916666666666668],[0.3236111111111111],[1],[0],[0],[1.9422730999999658],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
83,0,83,0,5,129.1437515,129.1437515,0.0101944,[-0.13333333333333333],[-0.35694444444444445],[1],[0],[0],[0.9371730999999954],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
84,0,84,0,10,130.110893,130.110893,0.0216904,[0.18194444444444444],[0.04583333333333333],[1],[0],[0],[3.075091499999985],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
85,0,85,0,10,133.2096693,133.2096693,0.0221288,[-0.31527777777777777],[-0.2222222222222222],[1],[0],[0],[1.3925365999999713],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
86,0,86,0,5,134.6091795,134.6091795,0.0121644,[-0.07361111111111111],[-0.04583333333333333],[1],[0],[0],[1.1174170000000458],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
87,0,87,0,10,135.758164,135.758164,0.0218675,[-0.20416666666666666],[0.13055555555555556],[1],[0],[0],[1.0430087000000867],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
88,0,88,0,10,136.8251016,136.8251016,0.0205127,[0.03888888888888889],[-0.20833333333333334],[1],[0],[0],[0.9081032999999934],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
89,0,89,0,5,137.740888,137.740888,0.0117357,[-0.13333333333333333],[0.25833333333333336],[1],[0],[0],[1.1186382000000776],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
90,0,90,0,10,138.8904387,138.8904387,0.0215688,[0.24166666666666667],[-0.006944444444444444],[1],[0],[0],[1.674601800000005],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
91,0,91,0,5,140.5742319,140.5742319,0.011,[0.19305555555555556],[0.32916666666666666],[1],[0],[0],[1.7019927000000052],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
92,0,92,0,10,142.3059915,142.3059915,0.0221585,[0.15138888888888888],[0.07361111111111111],[1],[0],[0],[0.9249600000000555],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
93,0,93,0,10,143.2562926,143.2562926,0.0210966,[-0.18472222222222223],[-0.31527777777777777],[1],[0],[0],[1.9760430000000042],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
94,0,94,0,5,145.2383453,145.2383453,0.01269,[-0.2777777777777778],[-0.42916666666666664],[1],[0],[0],[1.6165897000000768],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
95,0,95,0,5,146.8711974,146.8711974,0.011286,[0.4111111111111111],[-0.11527777777777778],[1],[0],[0],[1.104071099999942],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
96,0,96,0,5,147.9873195,147.9873195,0.0118798,[0.36944444444444446],[-0.1486111111111111],[1],[0],[0],[1.6527368000000706],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
97,0,97,0,10,149.6703243,149.6703243,0.0207715,[-0.19583333333333333],[0.13194444444444445],[1],[0],[0],[1.2120428999999149],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
98,0,98,0,5,150.8866644,150.8866644,0.0122017,[0.34444444444444444],[-0.1486111111111111],[1],[0],[0],[0.9314918999999691],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
99,0,99,0,10,151.8532902,151.8532902,0.0217815,[0.21388888888888888],[0.4222222222222222],[1],[0],[0],[1.3099538999999822],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
100,0,100,0,5,153.1690245,153.1690245,0.0113076,[0.10277777777777777],[-0.4027777777777778],[1],[0],[0],[1.7876443000000108],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
101,0,101,0,5,154.9686785,154.9686785,0.0097643,[0.37083333333333335],[0.36527777777777776],[1],[0],[0],[1.3513564999999517],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
102,0,102,0,5,156.3344848,156.3344848,0.0115623,[-0.43472222222222223],[-0.375],[1],[0],[0],[1.1887643999999682],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
103,0,103,0,5,157.5347802,157.5347802,0.012655,[0.2902777777777778],[0.275],[1],[0],[0],[1.148271300000033],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
104,0,104,0,5,158.7006535,158.7006535,0.0111993,[-0.30972222222222223],[-0.004166666666666667],[1],[0],[0],[0.9015916999999263],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
105,0,105,0,10,159.6338944,159.6338944,0.0215147,[0.2013888888888889],[-0.22083333333333333],[1],[0],[0],[1.0759766999999556],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
106,0,106,0,5,160.7164831,160.7164831,0.0116269,[0.005555555555555556],[-0.11527777777777778],[1],[0],[0],[1.1044282000000294],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
107,0,107,0,10,161.8494155,161.8494155,0.021175,[0.02638888888888889],[-0.2625],[1],[0],[0],[1.0071259000000055],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
108,0,108,0,10,162.8822421,162.8822421,0.0218003,[0.41944444444444445],[-0.175],[1],[0],[0],[1.0587028999999575],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
109,0,109,0,10,163.9659506,163.9659506,0.0241643,[0.19444444444444445],[0.3819444444444444],[1],[0],[0],[1.206486199999972],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
110,0,110,0,10,165.198935,165.198935,0.0220792,[0.09583333333333334],[0.34305555555555556],[1],[0],[0],[0.8934846000000789],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
111,0,111,0,5,166.0978612,166.0978612,0.0122112,[-0.3958333333333333],[0.3958333333333333],[1],[0],[0],[1.2182497000000012],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
112,0,112,0,5,167.3308451,167.3308451,0.0111673,[-0.011111111111111112],[-0.03333333333333333],[1],[0],[0],[1.2707896000000574],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
113,0,113,0,5,168.6137286,168.6137286,0.0117012,[-0.14305555555555555],[0.23055555555555557],[1],[0],[0],[1.0189505999999255],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
114,0,114,0,10,169.6657772,169.6657772,0.0215843,[-0.32222222222222224],[-0.16666666666666666],[1],[0],[0],[1.042461000000003],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
115,0,115,0,10,170.7296617,170.7296617,0.02163,[-0.03194444444444444],[0.13055555555555556],[1],[0],[0],[1.0431767999999693],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
116,0,116,0,5,171.7794827,171.7794827,0.0103906,[-0.37777777777777777],[-0.030555555555555555],[1],[0],[0],[1.0183275999999069],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
117,0,117,0,10,172.8289478,172.8289478,0.0213896,[0.24722222222222223],[0.15694444444444444],[1],[0],[0],[1.2574343000001136],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
118,0,118,0,10,174.1118289,174.1118289,0.0222278,[-0.058333333333333334],[-0.4666666666666667],[1],[0],[0],[2.6565345999999863],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
119,0,119,0,10,176.777522,176.777522,0.0215423,[0.06666666666666667],[-0.1625],[1],[0],[0],[1.0596732999999858],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
120,0,120,0,5,177.8605905,177.8605905,0.0115215,[-0.075],[0.11944444444444445],[1],[0],[0],[1.2400777999999946],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
121,0,121,0,5,179.1106585,179.1106585,0.0107174,[0.06805555555555555],[0.0375],[1],[0],[0],[1.0819355999999516],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
122,0,122,0,10,180.2267925,180.2267925,0.0208774,[-0.1597222222222222],[-0.225],[1],[0],[0],[1.0243667999999388],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
123,0,123,0,5,181.259385,181.259385,0.0115859,[-0.21805555555555556],[0.02638888888888889],[1],[0],[0],[0.9536642000000484],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
124,0,124,0,10,182.2425676,182.2425676,0.0214493,[-0.45416666666666666],[-0.16944444444444445],[1],[0],[0],[1.008076200000005],[],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
125,0,125,0,10,183.2756614,183.2756614,0.0224377,[-0.06111111111111111],[-0.15],[1],[0],[0],[0.9585320000001047],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
126,0,126,0,5,184.2425038,184.2425038,0.0117179,[0.2875],[0.08333333333333333],[1],[0],[0],[1.534612300000049],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
127,0,127,0,5,185.7915678,185.7915678,0.0113168,[-0.37916666666666665],[-0.3277777777777778],[1],[0],[0],[1.5533397000000377],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
128,0,128,0,10,187.3777116,187.3777116,0.0210971,[-0.30972222222222223],[-0.2833333333333333],[1],[0],[0],[1.0755699999999706],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
129,0,129,0,10,188.473958,188.473958,0.0225696,[-0.24861111111111112],[-0.030555555555555555],[1],[0],[0],[1.3907749999999623],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
130,0,130,0,10,189.8898979,189.8898979,0.0225701,[0.2222222222222222],[-0.4486111111111111],[1],[0],[0],[1.5396183999999948],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
131,0,131,0,5,191.4400214,191.4400214,0.0121688,[-0.4305555555555556],[0.3277777777777778],[1],[0],[0],[1.319392700000094],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
132,0,132,0,10,192.7896804,192.7896804,0.0213465,[-0.001388888888888889],[-0.4236111111111111],[1],[0],[0],[1.7093154000000368],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
133,0,133,0,5,194.5052077,194.5052077,0.0110811,[-0.3347222222222222],[0.4513888888888889],[1],[0],[0],[1.9203378999999359],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
134,0,134,0,10,196.4544551,196.4544551,0.0210536,[-0.044444444444444446],[0.29583333333333334],[1],[0],[0],[1.0590553999999202],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
135,0,135,0,5,197.5216182,197.5216182,0.0112319,[0.04722222222222222],[-0.3347222222222222],[1],[0],[0],[1.121229699999958],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
136,0,136,0,10,198.6702828,198.6702828,0.0196695,[0.4263888888888889],[-0.32083333333333336],[1],[0],[0],[1.338223800000037],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
137,0,137,0,10,200.0369434,200.0369434,0.0223906,[-0.16805555555555557],[0.013888888888888888],[1],[0],[0],[1.625978000000032],['target'],943325,1,2023-09-15_11h48.48.157,Visual search_15-9-23,2023.1.3,60.04808651
